LotFrontage,LotArea,MasVnrArea,HeatingQC,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,GarageCars,SalePrice,MSSubClass__30,MSSubClass__50,MSSubClass__60,MSSubClass__70,MSSubClass__80,MSSubClass__90,MSSubClass__120,MSSubClass__160,MSSubClass__Other,MSZoning__Other,MSZoning__RL,MSZoning__RM,LotShape__Other,LotShape__Reg,LandContour__NotLvl,LotConfig__CulDSac,LotConfig__Inside,LotConfig__Other,Neighborhood__Blueste,Neighborhood__BrDale,Neighborhood__BrkSide,Neighborhood__ClearCr,Neighborhood__CollgCr,Neighborhood__Crawfor,Neighborhood__Edwards,Neighborhood__Gilbert,Neighborhood__IDOTRR,Neighborhood__MeadowV,Neighborhood__Mitchel,Neighborhood__NAmes,Neighborhood__NPkVill,Neighborhood__NWAmes,Neighborhood__NoRidge,Neighborhood__NridgHt,Neighborhood__OldTown,Neighborhood__SWISU,Neighborhood__Sawyer,Neighborhood__SawyerW,Neighborhood__Somerst,Neighborhood__StoneBr,Neighborhood__Timber,Neighborhood__Veenker,Condition1__Feedr,Condition1__Norm,Condition1__Other,OverallQualCond,Age,Rem_Age,RoofStyle__Hip,RoofStyle__Other,RoofMatl__NotShingle,Exterior1st__CemntBd,Exterior1st__HdBoard,Exterior1st__MetalSd,Exterior1st__Other,Exterior1st__VinylSd,Exterior1st__Wood,Exterior2nd__BrkFace,Exterior2nd__CmentBd,Exterior2nd__HdBoard,Exterior2nd__MetalSd,Exterior2nd__Other,Exterior2nd__VinylSd,Exterior2nd__Wd Shng,Exterior2nd__Wood,MasVnrType__None,MasVnrType__Stone,ExterQualCond,Foundation__CBlock,Foundation__PConc,Foundation__Slab,Foundation__Stone,Foundation__Wood,Bsmt_Score,Heating__NotGasA,CentralAir_Bin,Electrical__SBrkr,TotalSF,TotalBath,KitchenScore,Functional__nonFunc,Fireplace_Score,GarageType__Detchd,GarageType__Other,Gar_Age,GarageFinish__RFn,GarageFinish__Unf,GarageScore,PavedDrive__P,PavedDrive__Y,Porch_Deck_SF,PoolScore,Shed,MoSold__2,MoSold__3,MoSold__4,MoSold__5,MoSold__6,MoSold__7,MoSold__8,MoSold__9,MoSold__10,MoSold__11,MoSold__12,YrSold__2007,YrSold__2008,YrSold__2009,YrSold__2010,SaleType__CWD,SaleType__Con,SaleType__ConLD,SaleType__ConLI,SaleType__ConLw,SaleType__New,SaleType__Oth,SaleType__WD,SaleCondition__AdjLand,SaleCondition__Alloca,SaleCondition__Family,SaleCondition__Normal,SaleCondition__Partial
,12800,145.0,4,0,1644,2,5,2,275000,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,35,20,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12,0,1,0,0,0,18216.0,0,1,1,3162,3.5,4,0,3.0,0,0,20.0,0,0,5121.0,0,1,476,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
77.0,8593,0.0,5,0,907,3,5,1,109008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,51,51,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,9,1,0,0,0,0,2592.0000000000005,0,1,1,1814,1.0,3,0,,1,0,44.0,0,1,3168.0,0,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
64.0,6762,108.0,5,0,1208,2,6,2,195400,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,0,1,0,0,0,7968.000000000001,0,1,1,2416,3.0,4,0,,0,0,0.0,1,0,5652.0,0,1,159,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
130.0,11457,0.0,3,0,1412,3,6,2,175000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,30,21,21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,1,0,0,0,0,12060.0,0,1,1,2804,3.0,4,0,3.0,0,0,21.0,0,1,5184.0,0,1,169,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
21.0,1680,232.0,3,0,987,2,4,1,85400,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,37,37,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,3482.9999999999995,0,1,1,1470,1.5,3,0,,1,0,37.0,0,1,2376.0,0,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.0,5586,0.0,4,0,1198,4,7,0,79900,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,42,88,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,9,0,0,0,0,0,0.0,0,1,1,2099,1.0,3,0,,0,0,,0,0,,0,0,98,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24.0,1920,376.0,5,0,1365,2,6,2,122500,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,36,36,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,4239.0,0,1,1,2130,2.5,3,1,,1,0,36.0,0,1,3960.0,0,1,276,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
100.0,10839,0.0,5,0,1604,3,7,2,181000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,11,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,9,0,1,0,0,0,0.0,0,1,1,2530,2.5,3,0,3.0,0,0,11.0,0,0,4230.0,0,1,36,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
21.0,1890,0.0,4,0,630,1,3,0,81000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,36,36,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,1,0,0,0,0,5940.0,0,1,1,1260,2.0,3,0,,0,0,,0,0,,0,1,88,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43.0,10667,0.0,5,0,1661,3,6,2,212000,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,13,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,12,0,1,0,0,0,8748.0,0,1,1,2460,3.5,4,0,3.0,0,0,13.0,1,0,4950.0,0,1,219,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
40.0,4400,0.0,3,0,1118,2,6,2,116000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,48,86,56,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9,0,0,0,0,0,0.0,0,1,0,1766,1.0,3,0,,1,0,16.0,0,1,3960.0,0,1,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
50.0,6000,0.0,4,0,904,2,4,1,119000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42,83,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,12,0,1,0,0,0,0.0,0,1,1,1788,1.0,3,0,,1,0,83.0,0,1,1620.0,0,1,105,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40.0,4280,0.0,3,0,694,2,4,1,90350,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,94,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,9,0,1,0,0,0,3285.0000000000005,0,0,1,1134,1.0,4,0,4.0,1,0,17.0,0,1,4224.0,1,0,34,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67.0,12354,0.0,4,0,1196,3,7,2,110000,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,89,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,0,0,0,0,0,0.0,0,1,1,1880,1.0,4,0,,1,0,4.0,0,1,4752.0,0,1,46,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
105.0,15431,200.0,5,0,2402,2,10,3,555000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,50,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,15,0,1,0,0,0,34590.0,0,1,1,5496,3.0,5,0,8.0,0,0,1.0,0,0,6048.0,0,1,242,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
92.0,12108,270.0,3,0,1440,4,8,0,118000,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,53,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,1,0,0,0,0,1197.0,0,0,0,2880,2.0,4,0,,0,0,,0,0,,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
52.0,6240,0.0,3,0,1573,3,8,2,162900,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,78,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,9,0,1,0,0,0,0.0,0,1,1,2651,2.0,3,0,4.0,1,0,78.0,0,1,3240.0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
53.0,3922,72.0,5,0,1258,2,6,3,172500,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0,1,0,0,0,0.0,0,1,1,2516,2.0,4,0,4.0,0,0,0.0,0,0,5832.0,0,1,160,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
70.0,8750,0.0,5,0,1908,4,8,2,210000,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,14,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,16,0,1,0,0,0,7704.0,0,1,1,2823,3.5,4,0,3.0,0,0,14.0,0,1,4437.0,0,1,277,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
73.0,9855,0.0,2,0,1689,3,7,2,127500,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,53,53,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,1,0,0,0,0,0.0,0,1,1,3125,1.0,3,0,4.0,0,0,53.0,0,1,4320.0,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
137.0,16492,0.0,5,0,1888,2,6,2,190000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,12,1,0,0,0,0,8640.0,0,1,1,3405,2.5,4,1,4.0,0,0,44.0,0,0,5202.0,0,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
,11214,0.0,4,0,1886,4,10,2,199900,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,12,0,1,0,0,0,0.0,0,1,1,2816,2.5,4,0,3.0,0,0,8.0,0,0,3879.0,0,1,89,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
50.0,8600,0.0,3,0,1376,3,7,1,119500,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,69,56,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,9,0,0,0,0,0,0.0,0,1,1,2156,2.0,3,0,4.0,1,0,69.0,0,1,1782.0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
50.0,6000,0.0,5,0,1183,2,6,1,120000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21,59,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,12,1,0,0,0,0,2979.0,0,1,1,1832,1.5,3,0,,1,0,26.0,0,1,2772.0,0,1,176,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70.0,5684,0.0,5,0,813,2,5,1,110000,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,48,76,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,0,0,0,0,0,0.0,0,1,0,1626,1.0,4,0,,1,0,74.0,0,1,1080.0,0,0,113,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
62.0,70761,0.0,3,0,1533,2,5,2,280000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,31,31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,1,0,0,0,0,7860.0,0,1,1,3066,3.0,4,0,6.0,0,0,31.0,0,1,5184.0,0,1,254,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
,9303,42.0,5,0,1756,3,7,2,204000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,30,11,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,0,1,0,0,0,11129.999999999998,0,1,1,2628,3.5,3,0,,0,0,11.0,0,0,3798.0,0,1,266,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
75.0,9000,0.0,5,0,1590,3,6,2,210000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,40,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,12,0,1,0,0,0,0.0,0,1,1,2358,2.5,4,0,,0,0,1.0,1,0,6084.0,0,1,30,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
63.0,9297,0.0,3,0,1728,4,8,2,188000,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,30,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,1,0,0,0,0,14454.000000000002,0,1,1,3456,4.0,6,0,,1,0,30.0,0,1,5040.0,0,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
80.0,9600,320.0,2,0,1242,3,6,2,175500,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,42,34,34,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,8244.0,0,1,1,2484,1.5,3,0,3.0,0,0,34.0,0,1,4752.0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34.0,4571,0.0,2,0,1344,4,7,3,98000,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,25,92,58,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9,0,0,0,0,0,0.0,0,0,1,1968,1.0,3,0,,1,0,92.0,0,1,2052.0,0,1,96,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,53227,0.0,5,0,1663,2,6,2,256000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,54,14,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,1,0,0,0,0,13392.0,0,1,1,3027,2.0,4,1,8.0,0,0,54.0,0,0,4761.0,0,1,361,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
,5100,0.0,2,0,1666,3,7,1,161000,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,56,83,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,12,0,1,0,0,0,0.0,0,1,1,2254,1.0,4,0,4.0,1,0,83.0,0,1,2052.0,0,1,255,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
,7015,161.0,3,0,1203,3,5,1,110000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,59,59,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0,0,1664.9999999999998,0,1,1,1912,2.0,4,0,3.0,1,0,59.0,0,1,3168.0,0,1,248,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
75.0,8004,110.0,5,0,1935,3,8,2,263435,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,12,0,1,0,0,0,6528.0,0,1,1,2767,3.5,3,0,,0,0,0.0,0,0,4968.0,0,1,150,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
60.0,7200,0.0,5,0,1135,3,6,2,155000,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,63,73,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,16,0,1,0,0,0,8960.0,0,1,1,1695,2.0,4,0,,1,0,38.0,1,0,5184.0,0,1,256,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
60.0,8281,0.0,4,0,864,3,5,1,62383,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,25,44,44,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,9,1,0,0,0,0,7776.0,0,1,1,1728,1.0,3,0,1.0,1,0,44.0,0,1,3240.0,0,1,236,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
74.0,11988,0.0,2,0,1660,3,6,1,188700,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42,74,13,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9,1,0,0,0,0,2934.0000000000005,0,1,0,2375,1.5,3,0,4.0,1,0,69.0,0,1,2160.0,0,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
60.0,8430,136.0,3,0,1040,3,5,0,124000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,31,31,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,7392.0,0,1,1,2080,2.0,3,0,,0,0,,0,0,,0,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
,3072,18.0,5,0,1414,2,6,2,178740,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,0,1,0,0,0,0.0,0,1,1,2789,2.0,4,0,3.0,0,0,2.0,0,0,3582.0,0,1,164,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
85.0,10628,0.0,3,0,1277,2,5,2,167000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,37,37,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,12,1,0,0,0,0,9336.0,0,1,1,2554,2.0,3,0,1.0,0,0,37.0,0,1,4734.0,0,1,176,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
79.0,9480,224.0,5,0,1644,3,7,1,146500,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,65,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,9,1,0,0,0,0,3474.0,0,1,1,2372,1.5,4,0,8.0,0,0,65.0,0,1,2808.0,0,1,168,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
98.0,11428,248.0,5,0,1634,3,7,3,250000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,40,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,12,0,1,0,0,0,0.0,0,1,1,3260,2.0,4,0,4.0,0,0,1.0,1,0,7794.0,0,1,44,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
76.0,9291,120.0,5,0,1710,3,7,2,187000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,30,15,15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,0,0,0,5111.999999999999,0,1,1,2542,2.5,4,0,,0,0,15.0,1,0,4554.0,0,1,214,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
,6820,0.0,3,0,1502,1,4,2,212000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40,25,25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,0,1,0,0,0,17856.0,0,1,1,2990,2.5,4,0,,0,0,25.0,1,0,4752.0,0,1,194,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
